54_0 	AVWWDENWU115I 	See Hindi&#39;s entrance door also:
3046_99 	A2EQZRRITDQ59I 	One garland has seven &#39;barboliya&#39;(cow dung cake).
3103_10 	A3T5285F7WI9HT 	Under his guidance &#44;India conducted a successful nuclear test in 1998 and became a nuclear power.
3103_12 	A1ZYNAB4UPQ1UF 	Doctor Kalaam was elected President of India with 90% majority votes on 18 July 2002 &amp; he took charge of his office on 25th July.
3103_13 	A2JPXAF2MC24F7 	His nomination for this post was made by the then ruling National Democratic Alliance government which got the support of Indian National Congress.
3103_14 	A1CWCJ8MKSQHPI 	The parties which opposed him were the Bharatiya Communist Party and other small parties.
3103_15 	A1CWCJ8MKSQHPI 	The Vaampanthi groups had selected Shrimati (Mrs)Laxmi Sehgal&#44; an 87 year old woman who had played an important role in Subhashchandra Bose&#39;s Azad Hind Fauj&#44; and was also known for her contribution during the Second World War.
3103_17 	A2JPXAF2MC24F7 	It is said that he studied both the Quran and the Bhagbad Geeta.
3103_18 	A1CWCJ8MKSQHPI 	He has said several times that he is also a follower of Tirrukkural. Every speech of his has a mention of the Kural.
3103_19 	A1CWCJ8MKSQHPI 	He is of the opinion that India should progress and gain an important position in international politics.
3103_20 	A2JPXAF2MC24F7 	His heartfelt desire was to see India to progress towards being a super power.
3103_22 	A3GI3466NOP5HJ 	doctor Kalam was very popular among the children and youth.
3103_25 	A3GI3466NOP5HJ 	Ignited Minds : Unleashing the Power Within India is written by APJ Abdul Kalam(Penguin Books&#44; 2003) ISBN 0-14-302982-7
3103_26 	A1GXPMH7IJYHWN 	India My Dream written by Abdul Kalam ( Excel Books 2004 ) ISBN 81-7446-350-X
3103_29 	A3KCINWW8X6DCQ 	Wings of Fire: An Autobiography of APJ Abdul Kalam by A.P.J Abdul Kalam&#44; Arun Tiwari; (Orient longmen&#44;1999)ISBN 81-7371-146-1
3103_30 	A3KCINWW8X6DCQ 	Scientist to President by Abdul A.P.J. Kalam; (Gyan Publishing House&#44; 2003.)ISBN 81-212-0807-6
3103_31 	A3KCINWW8X6DCQ 	Eternal Quest: Life and Times of Dr. Avul Pakir Jainulabdeen Abdul Kalam by S. Chandra; (Pentagon Publishers&#44; 2002.)ISBN 81-86830-55-3
3103_33 	A3NOO9K3CY1YU5 	G. Katyal&#39;s work titled  A.P.J.Abdul Kalam:The Visionary of India (APH Publishing Corporation&#44; 2002) ISBN 81-7648-380-X9
3103_35 	A3NOO9K3CY1YU5 	Karmayogi Kalam (Google book; Writer: Lakshm Prasad&#44; Sandilya)
3103_36 	A3NOO9K3CY1YU5 	His life-history on official website- in English
32586_0 	A1ESKJFDQUMBL4 	Barack Hussein Obama (born: 4th August&#44; 1961)is the 44th president of America.
32586_2 	A1NKIYEHUEU6NE 	He took oath for the post of President on 20th January&#44; 2009.
32586_3 	A1NKIYEHUEU6NE 	Obama was a junior senator from the state of Illinois and in 2008 was a candidate for the Democratic Party for the post of President of (United States of) America.
32586_4 	A2EQZRRITDQ59I 	Obama graduated from Harvard Law school in 1991&#44; where he was the first afro-american president of Harvard Law Review in the law school.
32586_5 	A1NKIYEHUEU6NE 	Before the completion of three service terms as Senator in the Illinois State during 1997-2004&#44; Obama has worked as a community organizer and has practiced as an attorney for the public rights.
32586_7 	A10X8YVBG51O98 	After failing to obtain a seat in American house of representatives in the year 2000 &#44; he tried for the senator ship in January &#44; 2003 &#44; and succeeded in his aim in March of 2009
32586_8 	A10X8YVBG51O98 	He was selected as a senate in November 2003
32586_9 	A1CWCJ8MKSQHPI 	As a minority democratic member of the 109th Congress&#44; he worked towards developing programmes that aimed at control on nuclear weapons and their collection.
3305_10 	A2JPXAF2MC24F7 	Critics&#44; for the benefit of discussion&#44; view the development of Hindi literature by dividing it into four historical time periods&#44; in chronological order they are as follows:-
3305_12 	A2HYN509OGM53T 	Initial Period (before the year 1400)
3305_13 	A2JPXAF2MC24F7 	Critics accept the period before 1500 CE as the initial period of Hindi literature when Hindi just started developing.
3305_15 	A3P2WQO8VESWF2 	Prithviraj chouhan was ruling Delhi at that time and in his court&#44; there was a court poet named Chandabardai
3305_16 	A1CWCJ8MKSQHPI 	The last ruler of Kannauj was the Rathod ruler&#44; Jaichand&#44; who encouraged Sanskrit.
3305_18 	A3P2WQO8VESWF2 	The devotional period of Hindi literature is considered to be from the year 1365 up to  year 1700.
3305_20 	A3P2WQO8VESWF2 	In this period the were four major poetic divisions were based on knowledge&#44; based on love&#44; based on Krishna and based on Rama.
3305_21 	A3P2WQO8VESWF2 	There were four major poets in these four branches of Bhakti&#44; who are the representatives of their own divisions.
3305_27 	A9YS2FWO4UV7G 	Reeti Kaal (1600-1900) constructive period
3305_28 	AYDB3VGUW1ESM 	Hindi literature is presumed to have spanned across 1600 to 1900 which means from 1643 until 1843
3305_30 	A3I17NEOCU7A28 	This age has been called rite&#39;s age because in this era most of the poets have written poems in typical manner of romantic description&#44; metaphoric uses and versification.
3305_31 	AYDB3VGUW1ESM 	Yet poets like Dhananand&#44; Bodha&#44; Thakur&#44; Gobind Singh wrote on various topics
3305_32 	AYDB3VGUW1ESM 	Keshav (1546-1618)&#44; Bihari (1603-1664)&#44; Bhushan(1613-1705)&#44; Matiram&#44; Dhananad&#44; Senapati etc were the prominent writersof this period.
3305_35 	A75PN6ZJI4XCR 	In Prose and poetry  different varying views of thinking developed.
3305_36 	A2GGFBEGFXJFRS 	In poetry it was known by four names- Chayawadi&#44; experimental&#44; developing and meaningful. In proses it was known by- Bharatendu&#44; Dwivedi&#44; Ramchandra Shukla and Premchand period.
3305_37 	A75PN6ZJI4XCR 	In modern prose literature many such literal dignitaries came to existence which has not been developed that much before&#44; that another name may be given for this literature branch
3305_38 	A2GGFBEGFXJFRS 	Like diary&#44; travel description&#44; biography&#44; radio show&#44; script writing&#44; stage play etc.
3305_40 	A2GGFBEGFXJFRS 	Navyottar period has many divisions- to stop imitating west and get own voice&#44; to achieve simplicity and to discuss the social matters.
3305_41 	A75PN6ZJI4XCR 	In Hindi along with commencement of computer applications&#44;   many assimilations of these  knowledge were reflected in compositions like &#39;Chittalekhan&#39; and &#39;Jalghar&#39;.
3305_42 	A2GGFBEGFXJFRS 	There are many pages&#44; websites and web magazines in Hindi.
3305_43 	A75PN6ZJI4XCR 	This computer literature is not only written from Bharath&#44; but  contributed from the different part of the Globe.  This is considered as the beginning of a new era of modern literature  period of non resident Indians
3305_45 	A2CM1RPNTAVTH 	During developmental process of language&#44; moving from ungrammatical language towards hindi&#44;different language styles were born in different parts of india.
3305_46 	A9YS2FWO4UV7G 	Hindi among all other languages was more advanced&#44; and so got the recognition of a language.
3305_47 	A9YS2FWO4UV7G 	The other languages were called spoken dialects.
3305_48 	A9YS2FWO4UV7G 	Some great Hindi poets created compositions in some of these languages. For example&#44; Tulsi created &#39;Ramcharit Manas&#39; in &#39;Awadhi&#39; dialect&#44; Surdas created his verses in &#39;Brij&#39; dialect&#44; Vidyapati chose &#39;Maithili&#39; and Mirabai chose &#39;Rajasthani&#39;.
3305_57 	A3GI3466NOP5HJ 	International development of modern Hindi
3305_58 	A3M58JENI5651B 	The history of modern Hindi prose
3305_68 	A1CWCJ8MKSQHPI 	Literature of the Dalits (downtrodden)
3305_75 	A2CSX5G96MCRHK 	A collection of great Hindi poetic works.
3305_76 	AHSM0NCHR7DMZ 	Poems collection - Huge collection of hindi poems.
3305_77 	A1JNPLDD2U8VUC 	More  on the Hindi language and literature
3305_78 	A2CSX5G96MCRHK 	The history of modern Hindi literature.
3324_10 	A2OCN0KL27QMTP 	Chawla held a Certificated Flight Instructor rating for airplanes&#44; gliders and Commercial Pilot licenses for single and multiengine airplanes&#44; seaplanes and gliders
3324_11 	AO7LDC2I0F68H 	She also got the license for the single-engine and a multiple-engine aeroplanes.
3324_14 	A3NMRXYNBNFNUT 	Term of Office (or Incumbency period or tenure) in NASA
3324_16 	A3NMRXYNBNFNUT 	Chawla in a Space Shuttle Simulator.
3324_17 	A3NMRXYNBNFNUT 	Miss. Kalpana was inducted in the core team of astronauts in March 1995 and in 1998 she was chosen for her first spaceflight.
3324_18 	A370556EFVZ9W4 	Her first space mission started on 19 November&#44; 1997 when she flew on board the Columbia space shuttle flight STS-87 with a crew of six astronauts.
3324_20 	A370556EFVZ9W4 	Rakesh Sharma had flown into space on board a Russian rocket in the year 1984.
3324_21 	A3KCINWW8X6DCQ 	On her first mission Chawla travelled over 10.4 million miles in 252 orbits of the earth&#44; roaming more than 360 hours in space
3324_22 	A3KCINWW8X6DCQ 	During STS-87&#44;she was responsible for deploying the Spartan Satellite which malfunctioned&#44; necessitating a spacewalk by Winston Scott and Takao Doi to capture the satellite
3324_23 	A3KCINWW8X6DCQ 	A five-month NASA investigation fully exonerated Chawla by identifying errors in software interfaces and the defined procedures of flight crew and ground control
3324_25 	AYDB3VGUW1ESM 	In 2000 she was selected for her second flight as part of the crew of STS-107.
3324_26 	A2CSX5G96MCRHK 	This mission was repeatedly delayed due to scheduling conflicts and technical problems such as the discovery of cracks in the shuttle engine flow liners.
3324_27 	AYDB3VGUW1ESM 	On January 16&#44; 2003&#44; Chawla finally returned to space aboard Columbia on the ill-fated STS-107 mission.
3324_28 	A2CSX5G96MCRHK 	Chawla&#39;s responsibilities included the microgravity  experiments&#44; for which the crew conducted nearly 80 experiments studying earth and space science&#44; advanced technology development&#44; and astronaut health and safety.
3324_30 	A2CSX5G96MCRHK 	She met and married Jean-Pierre Harrison&#44; a flying instructor and aviation writer&#44; in 1983 and became a naturalized United States citizen in 1990.
3324_31 	AYDB3VGUW1ESM 	Chawla&#39;s last visit to India was during the 19911992 new year holiday when she and her husband spent time with her family.
3324_40 	A3NMRXYNBNFNUT 	Asteroid 51826 Kalpanachawla&#44; one of seven named after the Columbia&#39;s crew.
3324_41 	AYDB3VGUW1ESM 	On February 5&#44; 2003&#44; India&#39;s Prime Minister announced that the meteorological series of satellites&#44; &quot;METSAT&quot;&#44; will be renamed as &quot;KALPANA&quot;. The first satellite of the series&#44; &quot;METSAT-1&quot;&#44; launched by India on September 12&#44; 2002 will be now known as &quot;KALPANA-1&quot;. &quot;KALPANA-2&quot; is expected to be launched by 2007
3324_42 	A3NMRXYNBNFNUT 	74th Street in Jackson Heights&#44; Queens&#44; New York City has been renamed 74th Street Kalpana Chawla Way in her honor.
3324_43 	AYDB3VGUW1ESM 	The University of Texas at Arlington (where Chawla obtained a Master of Science degree in Aerospace Engineering in 1984) opened a dormitory named in her honor&#44; Kalpana Chawla Hall&#44; in 2004
3324_45 	AL9K2BNO4E0F4 	In Punjab Engineering College&#44; the ladies hostel is named after Kalpana Chawla.  In addition to this&#44; an award of twenty five thousand INRs&#44; a medal and a certificate are instituted for the best student of the Aeronautical Engineering Division.
3324_46 	A2IMN0W9KNJRZO 	NASA dedicated a super computer in the name of Kalpana Chowla.
3324_47 	A2CM1RPNTAVTH 	In student apartment complexes in Columbia Village Suite of Florida Institute of Technology there is hall in name of each astronaut including Chawala.
3324_48 	AL9K2BNO4E0F4 	Chawla Mountain Range is named after the seven astronomers along with Chawla who were lost in the disaster of Coulumbia Shuttle.  The Rover Mission&#44; the Mars Exploration Wing of Nasa named the seven peaks of the Coulumbia Hills are named after them.
3324_50 	A2IMN0W9KNJRZO 	Her brother Sanjay Chawla said &quot;My sister is not dead for me&#44; she is immortal. She is like a star.
3324_51 	A2CM1RPNTAVTH 	She is a permanent star in the sky. She will always be up there where she belongs
3324_52 	A2CM1RPNTAVTH 	Novelist Peter David named a shuttlecraft&#44; the Chawla&#44; after the astronaut in his 2007 Star Trek novel&#44; Star Trek: The Next Generation: Before Dishonor
3324_53 	AL9K2BNO4E0F4 	Haryana Government built a planetarium named after Kalpana Chawla&#44; in Jyotisar&#44; Kurukshetra.
3324_55 	ADOXDQPX17PHN 	Kalpana Chawla Family Foundation.
3324_56 	A2IKFQQ6A9JVIT 	Kalpna Chawla&#39; Life celebration.
3324_61 	ADOXDQPX17PHN 	Among The Stars-Life and Dreams of Kalpana Chawla by Gurdeep Pandher.
